,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
666,fuelium,Biodegradable batteries for single-use applications.,"Development & Manufacturing, Other types of licence",,Green & EnergytechIoT & Sensors Seed,Seed,,, 2015,,3,http://startupshub.catalonia.com
667,fundloop,Fundloop is a digital fundraising platform using personalized App technology for NGOs.,,,ICT & MobileAI & Big Data Pre-seed,Pre-seed,,, 2021,,9,http://startupshub.catalonia.com
668,funos,Price comparison for funeral homes,"Marketplace, Subscription",,ICT & MobileAI & Big DataAdtech Business Services & Software Fintech  Seed,Seed,,, 2021,,6,http://startupshub.catalonia.com
669,futura space,Study of XR immersive technologies. It is a multi-awarded space for innovation and creative hub dedicated to new immersive and virtual technologies. Their experience in XR projects allows them to create solutions and content for brands looking to innovate and impress with cutting-edge experiences.,"Consultancy & Agency, Development & Manufacturing, R+D+I Services, Software licence",,GamingAR/VRDigital Content & Media Fashion & Design Hardware ICT & Mobile AI & Big Data  Undisclosed Funding,-,,, 2021,,0,http://startupshub.catalonia.com
670,g4al,"The desing, the production, the execution, the development and marketing of online games for all types of networks and devices.",Ecommerce & Trade,,GamingAR/VR Undisclosed Funding,-,,, 2021,,0,http://startupshub.catalonia.com
671,garage52,It is a company that arises from the need that at present the games for mobile devices are not innovative and bring little intensity of play to the player.,Development & Manufacturing,,GamingAR/VR Undisclosed Funding,-,,, 2018,,5,http://startupshub.catalonia.com
672,gate2brain,"Gate2Brain is an early-stage biotech company launched to improve drug delivery across biological barriers through the use of a radically innovative peptide-based patented technology.



Our lead asset (G2B-001) is a first-in-class therapeutic approach for solid tumors presenting harsh barriers to anticancer drug delivery. 



We focus on pediatric diseases such as Diffuse Intrinsic Pontine Glioma (DIPG).","Saas, Subscription",,HealthtechNew biological design Seed,Seed,,, 2020,,4,http://startupshub.catalonia.com
673,gemma's dream barcelona,Wellness & Beauty,,,Beauty & Personal careAI & Big Data Pre-seed,Pre-seed,,, 2016,,2,http://startupshub.catalonia.com
674,glassy,"We producer tv spots, music videos, documentaries for television an digital media, for creative agencies.",Advertising,,Digital Content & MediaAR/VRAdtech Community & Social network Sports Traveltech & Leisure  Pre-seed,Pre-seed,,, 2011,,4,http://startupshub.catalonia.com
675,glex,Migratory on-line platform.,Marketplace,,LegaltechConnectivityCybersecurity  Undisclosed Funding,-,,, 2021,,0,http://startupshub.catalonia.com
676,glifing,"GLIFING is a method to detect dyslexia and other reading disabilities. It not only targets children with these disabilities but also the whole child population during their learning to read process. Created in Universitat de Barcelona we developed a web-based video game. End users play GLIFING to train their reading skills. Professionals use GLIFING to treat reading disabilities. More than 80,000 children have used it and over 38.000 are presently using it. In Spain and in Latin America.",Software licence,,EdtechCloud & Edge ComputingDigital Health  Seed,Seed,,, 2012,,17,http://startupshub.catalonia.com
677,glob mod,"GLOBMOD is a health intelligence lab using data, science, and algorithms to predict and evaluate the health and economic impact of technology and programs, and ensure their long-term sustainability.",,,HealthtechAI & Big Data Undisclosed Funding,-,,, 2012,,0,http://startupshub.catalonia.com
678,global channel network,"Global Channel Network provides a single marketplace with an IT sellers community covering the need of companies to have a global platform based on the channel to be able to acquire IT products and services. We want to create the first global digital network of local IT distributors: almost 100 local IT distributors, one or two per country, digitally transformed and associated in this community that interconnects 50,000 resellers.","Marketplace, Subscription",,Community & Social networkAI & Big Data Series A,Series A,,, 2016,,5,http://startupshub.catalonia.com
679,global sensory,Sensory research institute that specializes in sensory analysis and strategies for food and beverage products.,"Consultancy & Agency, R+D+I Services",,FoodtechNo technology assigned Pre-seed,Pre-seed,,, 2013,,10,http://startupshub.catalonia.com
680,gloo,GLOOERS is the first high perfomance adhesives company that simplify the way to bond. We pretend to create a smooth track between the bonding industry and the end-user like top-rated chefs have to explain through senses what is on the plate ready to be delighted. At GLOOERS we are pleased to endear the complex world of adhesives design to verybody and our mission is to satisfy even the most demanding customers.,"Development & Manufacturing, R+D+I Services",,Business Services & SoftwareFrontier materials Seed,Seed,,, 2012,,5,http://startupshub.catalonia.com
681,goaz,"We are focused on travel apps, we try to give to our clients a new app to make the trips differents and with a high accurate information",Marketplace,,Community & Social networkAI & Big Data Pre-seed,Pre-seed,,, 2018,,0,http://startupshub.catalonia.com
682,goin,We redefine how millennials achieve their objectives through automatic saving and investing.,Saas,,FintechAI & Big DataCybersecurity Cloud & Edge Computing DLT/Blockchain  Series A,Series A,,, 2017,,3,http://startupshub.catalonia.com
683,gomeep,Alquiler mensual de patinetes eléctricos,Other types of licence,,Sustainable mobilityElectric Vehicle & Micromobility Undisclosed Funding,-,,, 2019,,0,http://startupshub.catalonia.com
684,goodnews,"Good News transformed a newsstand in Barcelona, and began to serve discounted coffees in exchange for customers telling them something good that had happened to them in recent days. In addition, Good News offers you a quality, ethical and sustainable coffee solution to help you improve engagement with your employees or create a new income line for your company.",Others,,FoodtechNo technology assigned Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
685,goso.io,GOSO SOCIAL MEDIA GROWTH SERVICES FOR INSTAGRAM,Software licence,,AdtechAutomation Undisclosed Funding,-,,, 2012,,0,http://startupshub.catalonia.com
686,gpaseabots,Design and manufacturing of USV (Unmanned Surface Vehicles) for the knowledge and preservation of aquatic environment.,"Development & Manufacturing, Saas",,Green & EnergytechRobotics & Collaborative Robotics Seed,Seed,,, 2019,,16,http://startupshub.catalonia.com
687,greencustomers,"The greenroom is an innovative way for any tourism accommodation to save on costs and reduce the impact of tourism on the environment.    With our IoT kit any room can be converted into smart and sustainable, empowering the guest to make good use of resources during their stay. Through their mobile, they can learn good habits and get prizes and promotions for being efficient.    Being part of greenrooms join a global network to encourage more responsible tourism.",Saas,,Green & EnergytechIoT & Sensors Pre-seed,Pre-seed,,, 2016,,0,http://startupshub.catalonia.com
688,guestmate,"Guestmate is the only online platform at international level able to deliver flexible and seamless end-to-end Check-in/Check-out solutions for Hospitality. We develop solutions that help hotels raise service levels, drive revenues, reduce costs, and change the way hotels connect with their guests.",Saas,,Traveltech & LeisureAI & Big DataAutomation  Pre-seed,Pre-seed,,, 2015,,3,http://startupshub.catalonia.com
689,gazoom,"Gazoom automatically captures and grants gamers direct access to their gaming highlights anywhere, anytime.",,,GamingAI & Big Data Seed,Seed,,, 2018,,0,http://startupshub.catalonia.com
690,gaddex,"Gaddex is the platform that allows companies to have more united and cohesive teams through the quick and easy creation of leisure plans and events. Any employee has the possibility to create a plan.
Gaddex offers easy management of plans for all employees suggestions to encourage recurrence and transversal plans for all employees.",Saas,,Business Services & SoftwareConnectivity Undisclosed Funding,-,,,,,3,http://startupshub.catalonia.com
691,"gain therapeutics, barcelona",Gain Therapeutics is a preclinical stage biotech company developing a class of next generation brain-penetrant non-competitive pharmacological chaperones for the treatment of devastating diseases using the proprietary SEE-Tx® technology.,,,HealthtechOmic Sciences Pre-seed,Pre-seed,,, 2017,,15,http://startupshub.catalonia.com
692,game troopers s.l.,"We develop and publish high-quality games in the Microsoft Store and Steam, working with developers and developing our own projects. We take care of porting, developing,  marketing and/or the publishing process for all of our titles. We have published more than 20 games within these two platforms and our objective is to continue bringing high-quality for all of our customers and followers. OverkillVR is one of our top titles being made for virtual reality devices and awarded by Valve in 2017.","Software licence, Other types of licence, Subscription",,GamingAR/VR Seed,Seed,,, 2014,,50,http://startupshub.catalonia.com
693,gamesquare,We are a marketplace that specializes in the gaming industry.,"Marketplace, Saas, Other types of licence",,GamingAI & Big Data Seed,Seed,,, 2018,,11,http://startupshub.catalonia.com
694,gamestry,Gamestry offers eSports online classes created for students of all skill levels.,Consultancy & Agency,,GamingAI & Big Data Series B,Series B,,, 2018,,0,http://startupshub.catalonia.com
695,ganas de vicio,"Aleix Puig's virtual restaurant, winner of MasterChef 7. It only works online. It is exclusively dedicated to pizzas and hamburgers. The products they offer are transported properly and, even if they are pizzas and hamburgers, they have all the quality of haute cuisine dishes.","Development & Manufacturing, Ecommerce & Trade",,FoodtechConnectivity Pre-seed,Pre-seed,,, 2020,,0,http://startupshub.catalonia.com
696,gastrocampo,"Gastrocampo is a Saas-enabled marketplace connecting directly farmers to restaurants, cutting out the middleman and thus passing savings to both the customer and supplier.","Marketplace, Saas, Software licence",,AgritechAI & Big Data Seed,Seed,,,,,12,http://startupshub.catalonia.com
